name,version,description,author,license,categories,last_publish,days_since_publish,downloads_last_month,github_stars,package_size_kb,gzip_size_kb,npm_url,repository,homepage
rebass,4.0.7,React primitive UI components built with Styled System,Brent Jackson,MIT,"Frontend Framework, UI Component, State Management",2022-06-26,1247,148979,7900,"44,15","14,7",https://www.npmjs.com/package/rebass,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass#readme
sapper,0.29.3,"The next small thing in web development, powered by Svelte",Rich Harris,MIT,"Web Framework, Frontend Framework, Full-stack Framework",2023-01-11,1048,145309,7000,"0,29","0,23",https://www.npmjs.com/package/sapper,https://github.com/sveltejs/sapper,https://github.com/sveltejs/sapper#readme
later,1.2.0,Determine later (or previous) occurrences of recurring schedules,BunKat,MIT,General,2022-06-19,1254,133370,2400,"0,59","0,33",https://www.npmjs.com/package/later,https://github.com/bunkat/later,https://github.com/bunkat/later#readme
squirrelly,9.1.0,"Lightweight, fast, and powerful JS template engine. Supports helpers, filters, template inheritance",Ben Gubler,MIT,"Utility, UI Component",2024-07-02,510,131814,668,"9,45","4,02",https://www.npmjs.com/package/squirrelly,https://github.com/squirrellyjs/squirrelly,https://squirrelly.js.org
storyblok,4.8.0,Storyblok CLI,Alvaro Saburido,MIT,CLI Tool,2025-11-24,0,126894,29,714,0,https://www.npmjs.com/package/storyblok,https://github.com/storyblok/monoblok,https://github.com/storyblok/monoblok#readme
waterline,0.15.2,An ORM for Node.js and the Sails framework,Unknown,MIT,Database/ORM,2022-12-11,1079,120950,5400,"703,48","200,55",https://www.npmjs.com/package/waterline,https://github.com/balderdashy/waterline,http://waterlinejs.org
tinacms,2.10.0,[![GitHub license](https://img.shields.io/github/license/tinacms/tinacms?color=blue)](https://github.com/tinacms/tinacms/blob/main/LICENSE) [![npm version](https://img.shields.io/npm/v/tinacms.svg?style=flat)](https://www.npmjs.com/package/tinacms) [![Bui,Unknown,Apache-2.0,"UI Component, CMS",2025-11-24,0,117293,12900,4580,0,https://www.npmjs.com/package/tinacms,https://github.com/tinacms/tinacms,https://github.com/tinacms/tinacms#readme
uikit,3.24.2,UIkit is a lightweight and modular front-end framework for developing fast and powerful web interfaces.,Unknown,MIT,UI Component,2025-10-13,42,116659,18500,"149,26","50,58",https://www.npmjs.com/package/uikit,https://github.com/uikit/uikit,https://getuikit.com
billboard.js,3.17.2,"Re-usable easy interface JavaScript chart library, based on D3 v4+",NAVER Corp.,MIT,General,2025-10-22,33,116270,6000,"404,58","125,46",https://www.npmjs.com/package/billboard.js,https://github.com/naver/billboard.js,https://naver.github.io/billboard.js/
sails,1.5.15,"API-driven framework for building realtime apps, using MVC conventions (based on Express and Socket.io)",Mike McNeil,MIT,"Web Framework, API Framework, Database/ORM, Build Tool, UI Component, Real-time",2025-08-06,110,109871,22857,3260,0,https://www.npmjs.com/package/sails,https://github.com/balderdashy/sails,https://sailsjs.com
materialize-css,1.0.0,Builds Materialize distribution packages,"Alvin Wang, Alan Chang",MIT,"Build Tool, UI Component",2022-06-19,1254,109197,39200,"175,5","41,68",https://www.npmjs.com/package/materialize-css,https://github.com/Dogfalo/materialize,http://materializecss.com/
loopback,3.28.0,LoopBack: Open Source Framework for Node.js,IBM Corp.,MIT,"Web Framework, API Framework, Database/ORM, Security",2024-07-09,503,106871,13179,"1621,98","463,13",https://www.npmjs.com/package/loopback,https://github.com/strongloop/loopback,http://loopback.io
nitro,3.0.1-alpha.1,Build and Deploy Universal JavaScript Servers,Unknown,MIT,"Build Tool, UI Component",2025-11-10,14,98940,9900,3230,0,https://www.npmjs.com/package/nitro,https://github.com/nitrojs/nitro,https://nitro.build
mithril,2.3.8,A framework for building brilliant applications,Leo Horie,MIT,"Build Tool, UI Component",2025-11-22,2,93406,14600,"25,04","8,94",https://www.npmjs.com/package/mithril,https://github.com/MithrilJS/mithril.js,https://github.com/MithrilJS/mithril.js#readme
marko,5.37.62,"UI Components + streaming, async, high performance, HTML templating for Node.js and the browser.",Patrick Steele-Idem,MIT,"Database/ORM, UI Component",2025-11-24,0,82317,14220,1430,0,https://www.npmjs.com/package/marko,https://github.com/marko-js/marko,https://markojs.com/
router5,8.0.1,"A simple, powerful, view-agnostic, modular and extensible router",Thomas Roch,MIT,Frontend Framework,2022-06-26,1247,80278,1700,"29,91","9,06",https://www.npmjs.com/package/router5,https://github.com/router5/router5,https://router5.js.org
@builder.io/qwik-city,1.17.2,The meta-framework for Qwik.,Unknown,MIT,"Build Tool, UI Component",2025-11-17,7,79212,21800,2430,0,https://www.npmjs.com/package/@builder.io/qwik-city,https://github.com/QwikDev/qwik,https://qwik.dev/
ultra-runner,3.10.5,"Smart and beautiful script runner that hijacks any `npm run`, `yarn` and `npx` calls for ultra fast execution",Folke Lemaitre,MIT,"Build Tool, CLI Tool, UI Component",2022-05-22,1282,77496,1200,"223,43","69,77",https://www.npmjs.com/package/ultra-runner,ssh://git@github.com/folke/ultra-runner,https://github.com/folke/ultra-runner#readme
react-snap,1.23.0,Zero-configuration framework-agnostic static prerendering for SPAs,stereobooster,MIT,Frontend Framework,2022-05-15,1289,76179,5100,"1721,49","559,56",https://www.npmjs.com/package/react-snap,https://github.com/stereobooster/react-snap,https://github.com/stereobooster/react-snap#readme
kue,0.11.6,Feature rich priority job queue backed by redis,TJ Holowaychuk,MIT,General,2024-11-04,385,76054,9500,"0,2","0,15",https://www.npmjs.com/package/kue,https://github.com/Automattic/kue,http://automattic.github.io/kue/
evergreen-ui,7.1.9,🌲 React UI Kit by Segment 🌲,Unknown,MIT,"Frontend Framework, UI Component",2025-11-24,0,70676,12400,"880,71","238,87",https://www.npmjs.com/package/evergreen-ui,https://github.com/segmentio/evergreen,N/A
docusaurus,1.14.7,Easy to Maintain Open Source Documentation Websites,Unknown,MIT,General,2023-04-06,963,66398,62800,592,0,https://www.npmjs.com/package/docusaurus,https://github.com/facebook/docusaurus,N/A
@redwoodjs/core,8.9.0,Foundational packages and config required to build RedwoodJS.,Unknown,MIT,"Build Tool, UI Component",2025-10-21,34,62306,17645,"8,46",0,https://www.npmjs.com/package/@redwoodjs/core,https://github.com/redwoodjs/redwood,N/A
father,4.6.7,A bundless/bundle build tool,Unknown,MIT,"Build Tool, Utility, UI Component",2025-10-13,42,61860,2200,"0,46","0,23",https://www.npmjs.com/package/father,https://github.com/umijs/father,https://github.com/umijs/father#readme
navigo,8.11.1,A simple vanilla JavaScript router,Krasimir Tsonev,MIT,General,2022-06-20,1253,53651,2800,"11,79","4,09",https://www.npmjs.com/package/navigo,ssh://git@github.com/krasimir/navigo,https://github.com/krasimir/navigo#readme
pastel,4.0.0,Framework for effortlessly building Ink apps,Vadim Demedes,MIT,"Build Tool, CLI Tool, UI Component",2025-10-18,37,53641,2300,71,0,https://www.npmjs.com/package/pastel,https://github.com/vadimdemedes/pastel,https://github.com/vadimdemedes/pastel#readme
uniforms,4.0.0,Core package of uniforms.,Unknown,MIT,"Frontend Framework, Database/ORM, UI Component, Validation",2025-02-28,269,52531,2100,"41,59","12,13",https://www.npmjs.com/package/uniforms,https://github.com/vazco/uniforms#master,https://github.com/vazco/uniforms/tree/master#readme
rush,0.0.2,The ultimate solution of writing asyncronous code in a beautiful way.,Ivan Zhidkov,MIT,General,2022-06-26,1247,188,2,"3,04","1,1",https://www.npmjs.com/package/rush,https://github.com/scaryzet/node-rush,N/A
remix,2.17.2,A framework for building better websites,Unknown,MIT,"Full-stack Framework, Build Tool, UI Component",2025-10-29,26,50537,32001,"0,46","0,33",https://www.npmjs.com/package/remix,https://github.com/remix-run/remix,https://remix.run
bodymovin,4.13.0,After Effects plugin for exporting animations to SVG + JavaScript or canvas + JavaScript,Unknown,MIT,General,2022-06-13,1260,48705,31500,"247,01","58,31",https://www.npmjs.com/package/bodymovin,https://github.com/bodymovin/bodymovin,https://github.com/bodymovin/bodymovin#readme
directus,11.13.4,Directus is a real-time API and App dashboard for managing SQL database content,Monospace Inc,BUSL-1.1,"Frontend Framework, API Framework, Database/ORM, Real-time, CMS",2025-11-21,3,47571,33500,"10,8",0,https://www.npmjs.com/package/directus,https://github.com/directus/directus,https://directus.io
primus,8.0.9,Primus is a simple abstraction around real-time frameworks. It allows you to easily switch between different frameworks without any code changes.,Arnout Kazemier,MIT,"Database/ORM, UI Component, Real-time",2023-11-06,749,40643,4500,508,0,https://www.npmjs.com/package/primus,https://github.com/primus/primus,https://github.com/primus/primus#readme
ghost,6.9.1,The professional publishing platform,Ghost Foundation,MIT,"Database/ORM, UI Component, CMS",2025-11-24,0,37331,51200,64000,0,https://www.npmjs.com/package/ghost,https://github.com/TryGhost/Ghost,https://ghost.org
lab,18.0.2,Test utility,Unknown,BSD-3-Clause,"Testing, Utility",2023-12-01,724,32512,738,164,0,https://www.npmjs.com/package/lab,https://github.com/hapijs/lab,https://github.com/hapijs/lab#readme
overmind,28.2.0,Frictionless state management,Christian Alfoni,MIT,State Management,2025-11-13,11,31105,1600,"36,84","10,94",https://www.npmjs.com/package/overmind,https://github.com/cerebral/overmind,https://github.com/cerebral/overmind#readme
riot,10.1.2,Simple and elegant component-based UI library,Gianluca Guarini,MIT,"CLI Tool, UI Component",2025-11-21,3,29294,14866,"16,51","6,18",https://www.npmjs.com/package/riot,https://github.com/riot/riot,https://riot.js.org/
linaria,6.3.0,Blazing fast zero-runtime CSS in JS library,Unknown,MIT,"Frontend Framework, UI Component",2025-03-16,253,26154,12200,"0,68","0,42",https://www.npmjs.com/package/linaria,ssh://git@github.com/callstack/linaria,https://github.com/callstack/linaria#readme
ncc,0.3.6,node-chrome-canvas | a simple to use and performant HTML5 canvas for Node.js,Stefan Keim,MIT,"Database/ORM, UI Component",2022-06-20,1253,25717,175,"102,69","33,33",https://www.npmjs.com/package/ncc,https://github.com/indus/ncc,https://github.com/indus/ncc2#readme
waku,0.27.1,⛩️ The minimal React framework,Daishi Kato,MIT,Frontend Framework,2025-11-17,7,21852,5900,643,0,https://www.npmjs.com/package/waku,https://github.com/wakujs/waku,https://waku.gg
pngquant,4.2.0,The pngquant utility as a readable/writable stream,Andreas Lind,BSD-3-Clause,Utility,2023-07-21,857,20597,83,"11,76","3,93",https://www.npmjs.com/package/pngquant,https://github.com/papandreou/node-pngquant,https://github.com/papandreou/node-pngquant#readme
hyperapp,2.0.22,The tiny framework for building hypertext applications.,Jorge Bucaran,MIT,"Build Tool, UI Component",2022-06-18,1254,19395,19191,"3,7","1,72",https://www.npmjs.com/package/hyperapp,https://github.com/jorgebucaran/hyperapp,https://hyperapp.dev
vue-cli,2.9.6,A simple CLI for scaffolding Vue.js projects.,Evan You,MIT,"Frontend Framework, CLI Tool",2025-04-09,229,18538,29665,"56,3",0,https://www.npmjs.com/package/vue-cli,https://github.com/vuejs/vue-cli,https://github.com/vuejs/vue-cli#readme
blitz,3.0.2,[![Blitz.js](https://raw.githubusercontent.com/blitz-js/art/master/github-cover-photo.png)](https://blitzjs.com),Unknown,MIT,General,2025-09-11,74,18249,14097,"38,66","11,21",https://www.npmjs.com/package/blitz,https://github.com/blitz-js/blitz,https://blitzjs.com/
semantic-ui,2.5.0,Semantic empowers designers and developers by creating a shared vocabulary for UI.,Jack Lukic,MIT,UI Component,2022-10-06,1145,15552,51200,"550,81","96,9",https://www.npmjs.com/package/semantic-ui,https://github.com/Semantic-Org/Semantic-UI,http://www.semantic-ui.com
prerender-spa-plugin,3.4.0,"Flexible, framework-agnostic static site generation for sites and SPAs built with webpack.",Chris Fritz,MIT,"Build Tool, UI Component",2023-04-09,960,14973,7300,"1315,41","457,03",https://www.npmjs.com/package/prerender-spa-plugin,https://github.com/chrisvfritz/prerender-spa-plugin,https://github.com/chrisvfritz/prerender-spa-plugin#readme
feathers,2.2.4,"Build Better APIs, Faster than Ever.",Feathers,MIT,"Build Tool, UI Component, Real-time",2025-10-10,45,14183,15227,"31,81","10,12",https://www.npmjs.com/package/feathers,https://github.com/feathersjs/feathers,http://feathersjs.com
nivo,0.31.0,"<img alt=""nivo"" src=""https://raw.githubusercontent.com/plouc/nivo/master/nivo.png"" width=""216"" height=""68""/>",Raphaël Benitte,N/A,General,2024-05-12,561,12566,13900,"382,11","98,78",https://www.npmjs.com/package/nivo,https://github.com/plouc/nivo,https://github.com/plouc/nivo#readme
mo-js,0.288.2,motion graphics toolbelt for the web,LegoMushroom,MIT,Utility,2022-06-20,1253,9918,18700,"129,48","35,39",https://www.npmjs.com/package/mo-js,https://github.com/legomushroom/mojs,https://github.com/legomushroom/mojs
x-ray,2.3.4,structure any website,Matthew Mueller,MIT,General,2022-06-29,1244,9435,5900,"493,89","118,29",https://www.npmjs.com/package/x-ray,https://github.com/matthewmueller/x-ray,https://github.com/matthewmueller/x-ray#readme
builder,5.0.0,An NPM-based task runner,Ryan Roemer,MIT,"Build Tool, UI Component",2024-01-02,692,9336,317,128,0,https://www.npmjs.com/package/builder,https://github.com/FormidableLabs/builder,https://github.com/FormidableLabs/builder
solid-start,0.3.11,Create Solid apps with low configuration,Ryan Carniato,MIT,Frontend Framework,2024-03-20,614,8791,5700,300,0,https://www.npmjs.com/package/solid-start,https://github.com/solidjs/solid-start,https://start.solidjs.com/
changesets,1.0.2,"Changeset library incorporating an operational transformation (OT) algorithm - for node and the browser, with shareJS support",Marcel Klehr,MIT,"Database/ORM, UI Component",2022-06-13,1260,6617,279,"9,21","2,61",https://www.npmjs.com/package/changesets,https://github.com/marcelklehr/changesets,https://github.com/marcelklehr/changesets#readme
total.js,3.4.13,MVC framework for Node.js,Peter Sirka,MIT,"Frontend Framework, Database/ORM, Real-time",2023-04-12,957,5699,4379,"684,38","191,95",https://www.npmjs.com/package/total.js,https://github.com/totaljs/framework,http://www.totaljs.com
pure,2.85.0,"PURE Unobtrusive Rendering Engine, keep your HTML clean of any logic",Mic Cvilic,N/A,General,2022-06-25,1248,519,919,"10,76","4,41",https://www.npmjs.com/package/pure,ssh://git@github.com/pure/pure,https://github.com/pure/pure#readme
chakra-ui,0.3.9,Responsive and accessible React UI components built with React and Emotion,Segun Adebayo,MIT,"Frontend Framework, UI Component",2022-04-12,1322,4730,487,"299,02","96,94",https://www.npmjs.com/package/chakra-ui,https://github.com/segunadebayo/chakra-ui,https://github.com/segunadebayo/chakra-ui
stitches,1.2.11,Stitches is an HTML5 sprite sheet generator.,Matthew Cobbs,N/A,General,2023-09-15,801,776,1000,0,0,https://www.npmjs.com/package/stitches,https://github.com/draeton/stitches,http://draeton.github.com/stitches/
@keystonejs/keystone,19.3.4,The main @keystonejs class & CLI. This is where the magic happens.,The KeystoneJS Development Team,MIT,CLI Tool,2022-11-15,1105,2278,67,"1955,53","642,02",https://www.npmjs.com/package/@keystonejs/keystone,https://github.com/keystonejs/keystone-5#main,https://github.com/keystonejs/keystone-5/tree/main#readme
adonis,0.9.0,The best of aphrodite and styled-components combined,Sascha Gehlich,MIT,"Frontend Framework, UI Component",2025-02-20,277,1242,44,"37,19","9,68",https://www.npmjs.com/package/adonis,https://github.com/imgly/adonis,https://github.com/imgly/adonis#readme
cliffy,2.5.1,A framework for interactive CLIs,Drew Youngwerth,ISC,CLI Tool,2023-07-10,868,1207,366,"16,87","6,05",https://www.npmjs.com/package/cliffy,ssh://git@github.com/drew-y/cliffy,https://github.com/drew-y/cliffy#README
blueprint,2.1.5,A sleek and simple interface for building powerful Javascript classes,Roi Avinoam,MIT,"Build Tool, UI Component",2022-09-06,1175,392,6,"9,37","2,63",https://www.npmjs.com/package/blueprint,https://github.com/avinoamr/blueprint.js,https://github.com/avinoamr/blueprint.js
